@attribute X49662 numeric
@attribute X49716 numeric
@attribute X50212 numeric
@attribute X52408 numeric
@attribute X53305 numeric
@attribute X53492 numeric
@attribute X53889 numeric
@attribute X53976 numeric
@attribute X54374 numeric
@attribute panc.columns.tissue {'normal pancreatic','PDAC tumor'}

@data

8.64737,3.49375,6.64215,2.56522,3.51846,5.05092,6.04033,4.36412,4.47394,3.55999,3.53837,3.70397,3.99979,3.30612,6.16637,11.1419,6.90771,6.54131,5.08642,6.20145,7.65464,7.12374,7.40372,5.68456,3.44428,3.5518,7.10251,6.35482,5.60575,5.92911,7.2043,3.98663,6.41967,6.46103,5.94282,9.19942,7.27185,6.36331,9.34633,10.2662,6.48007,5.02191,12.799,2.92773,4.88598,4.09979,4.27796,3.79503,4.30384,3.50087,3.05918,8.14836,11.7106,5.29749,7.33405,6.37368,5.24168,7.30432,7.73713,3.6355,8.91497,6.63928,5.11681,3.14238,5.11445,6.03701,7.66093,6.1021,6.00656,5.83973,5.35542,6.88037,5.62163,3.42099,4.46423,7.59654,3.33942,6.07088,4.01305,8.33389,5.75987,5.03098,4.10931,6.28572,3.17613,5.40003,5.04899,6.77335,5.54578,4.52592,2.71729,3.52888,4.17991,4.72488,7.01837,6.63286,4.81596,3.50429,4.29701,7.72827,'normal pancreatic'
8.06508,4.14781,5.8796,2.58843,4.48583,4.10724,7.34932,4.80925,4.27335,4.57511,3.82795,4.41975,4.79707,3.5486,7.07494,10.6447,7.91034,6.91316,5.07745,6.33986,6.14306,8.28618,6.67061,6.5319,4.27419,4.25851,6.36391,5.93591,7.24803,3.98196,7.05655,8.92596,5.40287,7.31776,6.33668,9.01042,6.3194,7.18841,8.42791,10.1455,4.74742,5.94117,12.7866,3.08387,6.04388,4.55041,4.20775,3.96624,5.02986,3.92016,3.14793,6.58414,10.9422,5.91191,8.30729,6.68673,6.43355,7.19221,6.4773,3.91923,9.61933,7.22917,5.45423,3.31008,5.73891,5.74388,7.77993,6.89824,5.8864,7.16693,4.93694,8.38329,6.32196,3.2925,4.11078,7.11829,3.30176,5.93826,6.56754,5.47375,5.14475,5.58425,4.09353,5.27343,3.45111,5.9816,5.47998,6.13005,5.44055,4.05466,2.79173,4.56046,5.00932,5.14795,5.74461,5.79534,5.16798,3.86972,4.74932,7.95292,'normal pancreatic'
7.90356,3.64801,6.42883,2.5541,3.49152,5.49032,6.1474,4.31537,5.04242,3.99309,3.42949,3.75693,3.78489,3.23336,7.40783,10.6505,7.60001,6.88414,5.55062,6.88668,7.99286,7.49178,7.69457,5.26747,3.55714,3.49813,7.16254,8.71523,5.96922,5.32032,7.442,6.65419,7.08973,6.44755,6.53478,9.54218,7.32101,6.09076,9.09827,10.5601,5.696,4.92158,12.8335,2.96751,4.93093,4.36149,4.6659,3.51804,4.52503,3.35737,2.77037,6.56297,11.4569,6.00017,7.23345,6.45457,5.60395,7.24615,6.85123,4.30873,9.43332,5.86379,4.70792,3.20519,5.36138,6.32201,7.96763,6.3558,6.33613,5.82901,5.99653,6.76156,5.77388,3.53299,4.2417,8.26328,3.06425,5.43207,4.35294,7.83245,5.11689,5.05716,4.02807,5.96004,3.45439,5.3258,5.54681,6.29039,5.34513,5.05795,2.77088,3.71129,4.32202,5.09031,6.87845,7.63111,4.48747,3.4064,4.48932,7.87455,'normal pancreatic'
7.47505,3.65165,5.92435,2.50916,3.93757,4.87026,6.4815,4.3446,4.06527,3.8432,3.43406,4.08352,4.18309,3.24915,7.10527,10.4162,7.91302,6.87842,5.25543,6.07964,7.114,7.20831,6.727,6.67321,3.71744,3.66004,7.54386,10.0263,6.04134,7.67228,7.09733,4.77562,6.44609,6.46017,6.06884,9.31616,7.21342,6.22936,9.06855,11.3213,5.81009,5.47953,12.6698,3.59612,5.084,4.20591,4.24806,4.12859,4.20012,3.70716,2.81619,7.57708,11.6092,5.9767,7.01616,6.24897,5.3413,7.21892,7.09292,4.79242,9.27635,6.09573,4.89229,3.09233,7.25695,5.81288,7.20399,6.44494,6.22049,5.93595,5.12399,7.09128,6.04491,3.42529,4.35046,9.1298,3.08671,5.95114,4.08678,6.96905,5.72655,4.5954,3.75307,5.60321,3.44467,5.53136,5.71171,6.45028,5.37345,4.82267,2.91089,3.80296,3.75619,4.72383,6.85726,6.56593,4.94359,3.91722,4.57377,7.78797,'normal pancreatic'
7.88512,3.47542,6.53922,2.50316,3.79523,5.93419,6.55131,4.32719,3.96681,3.83421,3.44302,4.08195,4.5403,3.51092,6.81795,11.32,8.31415,5.64341,4.16758,5.40339,9.35783,7.55743,6.98316,7.48341,3.72884,3.65997,7.42995,10.2082,5.60803,8.10065,7.27704,4.88242,6.63705,6.20637,6.67447,8.97983,7.51603,6.15301,9.02605,11.7792,5.8183,4.96934,12.7428,2.93701,5.16668,4.3748,4.04047,3.23282,4.45784,3.63871,3.02192,7.73643,11.4163,5.78152,7.18949,5.97507,5.35341,7.07661,6.58924,3.83126,9.81066,6.04812,4.97404,3.25869,7.88591,5.78099,7.43179,5.90277,6.4818,5.86844,5.81476,7.22073,6.28451,3.28493,4.03742,6.24104,3.14213,6.60282,3.92558,7.31936,5.27856,4.55699,4.0213,6.35466,3.15204,5.43031,4.93799,6.691,5.16173,4.34731,2.8255,3.5866,3.91654,4.78049,7.04491,7.11744,4.71292,3.59395,4.57697,7.84643,'normal pancreatic'
7.85757,3.31745,6.34239,2.52401,5.20794,5.26841,6.55468,4.39211,4.07362,3.99251,3.41631,3.80346,4.3901,3.44076,7.17877,10.7238,8.1848,5.77087,4.55249,5.60742,7.84353,7.42272,6.92008,7.31319,3.80346,3.66758,7.35175,10.2815,5.9562,8.39687,7.36699,4.83827,6.17932,6.33931,5.94143,8.92737,7.46158,6.53979,8.8848,11.562,5.68308,5.706,12.7046,2.99603,4.88577,4.17336,3.85376,3.18018,4.51749,3.62507,2.77382,8.20812,11.6327,5.56028,7.08965,6.58693,5.38572,7.1547,7.1472,3.58,9.58103,5.90827,4.76873,3.09416,7.99381,5.71956,7.6905,6.37308,6.70266,6.28874,5.23302,7.32147,6.35737,3.12417,4.22464,6.81369,2.94058,6.3762,4.09918,7.22832,5.57157,4.76873,4.03074,5.93468,3.53372,5.26146,5.25642,6.34807,5.04241,4.9666,2.88639,3.95262,3.90034,4.81345,6.91291,6.71684,4.96017,3.97625,4.49715,7.61582,'normal pancreatic'
7.81102,3.42406,6.01248,2.67815,3.7268,4.69489,6.54041,4.38397,3.9179,3.97531,3.96201,4.09094,4.13886,3.24141,6.93921,10.7492,8.34087,5.97719,5.08908,6.3444,8.1566,7.50981,7.53834,5.84427,3.6526,3.73251,7.5247,6.09821,6.03169,4.08861,7.41842,7.88153,6.83159,6.99862,6.24808,9.30344,7.647,6.56861,8.4901,11.3866,5.37559,5.79404,12.2918,3.15558,4.97711,4.23442,4.51154,3.50036,4.16162,3.5568,2.93071,7.31651,11.2887,6.05806,8.07346,6.36643,5.35792,7.16513,7.20481,3.59981,10.8619,6.19808,5.27608,3.38939,4.92018,5.99553,8.39469,6.63052,6.03418,5.84567,5.04436,7.6391,5.70835,3.00929,4.4207,6.67043,3.32957,6.03553,4.28184,6.35391,5.34335,4.55784,4.20031,5.1493,3.17326,5.89328,5.07923,6.96116,4.96825,4.26605,2.66291,3.95443,3.6653,5.42648,6.89182,7.02454,5.28909,3.51199,4.35333,7.44809,'normal pancreatic'
8.50814,3.67063,5.8196,2.51904,4.5376,4.77885,7.03457,4.44324,4.02598,4.18237,3.90029,4.19326,4.33806,3.49859,6.82554,10.8319,7.88525,6.98986,5.21649,6.76324,5.26719,7.77839,6.62972,6.12259,3.75804,4.01853,6.90268,6.05068,6.87274,4.1444,7.00588,9.57306,5.74958,6.77681,6.56564,9.17681,6.37899,6.63708,8.68034,10.5882,4.90524,5.97597,12.7694,3.49754,5.13874,4.52703,3.88796,3.7916,4.4557,3.91539,3.06962,6.224,11.158,5.561,8.14498,6.11644,5.97324,7.3213,7.02733,3.52515,9.64311,8.06965,5.13155,3.26744,5.70919,5.45568,7.93604,6.64944,6.13454,6.769,4.43347,7.89042,7.05382,3.14574,4.4727,7.95018,3.22492,6.01805,6.66036,6.65584,5.31086,5.8094,3.98756,5.58286,3.01966,5.71629,5.6054,6.36777,5.31086,4.26008,2.80463,3.55589,6.34166,4.52703,6.73483,5.89643,4.87999,3.6862,4.54371,7.83335,'normal pancreatic'
8.11367,3.47022,5.48942,2.51316,3.44121,5.50144,6.0112,4.05624,7.00048,3.66515,3.49131,3.64939,3.99026,3.02022,8.38475,10.6918,7.62552,6.94991,6.22006,5.99451,5.72626,8.01894,7.16376,5.54844,3.43454,3.36634,7.27779,7.76358,5.4018,6.08422,7.55184,6.16298,6.82175,6.80428,6.40957,9.80919,7.35297,6.42496,9.41512,10.3984,6.34866,4.98353,12.9002,3.209,4.64138,4.13132,4.50919,3.97394,4.19413,3.6212,2.99493,6.37802,11.6816,5.88576,6.92563,6.24301,5.10179,7.71023,7.42836,3.74998,9.596,6.21947,4.58766,3.08988,5.18818,5.97125,8.25047,6.27972,6.68064,6.11181,5.95132,6.93587,6.27495,3.26204,4.78944,8.82686,4.22413,6.47541,3.98012,5.82373,5.61959,4.69765,3.85678,6.20128,3.33902,5.14811,5.48495,5.68932,5.23902,5.35809,2.70933,3.77237,4.33402,4.66304,6.50993,7.15015,3.92841,3.52548,4.02481,8.29931,'normal pancreatic'
7.92389,3.4245,6.05343,2.64476,4.12762,4.89257,7.18406,4.72688,4.75305,3.95101,3.64127,4.48568,4.35456,3.93768,6.96861,10.7753,8.0223,6.83657,6.00767,6.68122,5.96303,8.15896,7.0509,6.16161,3.76815,3.5931,6.83442,5.65534,6.83535,4.92357,7.07632,8.98211,5.74329,7.16275,6.16148,8.93642,6.83497,7.04794,8.77865,10.4108,5.50791,5.39739,12.7426,3.61387,5.48447,4.93296,4.58724,3.7866,4.5529,3.93043,2.79838,6.19322,11.3498,5.93028,7.86826,6.67229,6.28406,7.37373,7.195,3.90401,9.67562,8.26811,5.06146,3.32111,5.54822,6.19148,8.21403,6.54755,6.32795,6.91588,5.13242,7.9421,6.18791,3.1356,4.40848,8.01969,3.79535,6.09129,6.80161,6.37731,5.34601,4.97766,4.26818,5.13113,3.18923,6.02708,5.33036,6.17924,5.27404,3.87055,3.30808,4.07696,6.42142,4.72162,5.49923,5.58063,5.09378,4.10376,5.04646,7.88771,'normal pancreatic'
7.86549,3.68689,5.35013,2.60379,3.99747,4.93008,7.34738,4.74876,4.40397,4.55047,4.19351,3.99542,4.50308,3.75734,6.96839,10.9119,7.59129,6.66587,5.02768,6.99093,5.17139,7.82971,6.73168,5.8409,3.56791,3.37714,6.91887,6.31717,6.94808,4.62075,6.74986,7.81589,6.09721,6.77156,6.14253,8.9493,6.77096,6.68896,9.00698,10.3095,5.07294,5.24985,12.6773,3.05637,5.55654,4.6235,4.65371,3.83004,5.13878,4.09505,2.91466,6.40461,11.711,5.84181,7.47248,6.33491,5.88018,7.25426,6.60095,3.88217,9.64279,6.72943,5.22946,3.21076,5.71082,5.57356,8.09368,6.73224,5.78367,6.64172,5.06978,8.04074,5.61298,3.26532,4.27612,8.19769,3.66749,5.61008,5.87094,6.08231,5.25697,4.9388,4.09611,5.44903,3.22309,5.43241,5.47689,6.18945,5.13032,4.24765,3.10513,3.84227,4.64861,4.86711,5.96255,6.23715,5.02261,4.76045,4.86833,7.6685,'normal pancreatic'
8.11019,3.79479,5.99117,3.65323,4.25991,4.63442,7.49002,4.82195,4.17324,4.70491,4.57698,4.75982,4.23005,4.00567,7.01282,10.556,8.1331,7.00474,5.07377,6.47933,6.60778,8.03673,6.77707,6.79593,4.07059,3.72192,6.7586,6.2968,7.14148,4.03949,6.87804,8.99155,5.31585,7.19828,6.41062,8.9369,7.10253,7.39264,8.1907,10.1623,4.55841,6.00591,12.7387,4.1713,5.81565,4.87932,4.96217,4.98523,5.26119,4.04524,2.81069,7.073,11.127,6.00964,8.25303,6.8485,6.24589,7.38232,7.17806,3.92395,9.36571,7.41671,5.49376,3.77467,5.73264,6.30543,8.28671,7.22001,6.12676,7.15255,4.9834,7.81878,6.37937,3.45324,4.65743,7.04389,3.5295,5.87549,7.12328,6.29518,5.08253,5.43847,4.10176,5.8278,3.25191,5.7762,5.20606,6.37758,5.38201,3.79266,3.3203,4.36454,6.98833,5.3228,5.91741,5.99099,4.90111,3.96178,5.05303,8.02293,'normal pancreatic'
8.19478,4.12113,5.75495,2.72596,5.19328,4.35978,7.34556,4.73432,4.28557,5.11837,3.98549,4.62164,4.77352,3.4253,7.1322,10.7594,7.68168,6.74092,4.96942,6.26284,5.49944,7.84231,6.77176,6.04326,4.10376,3.8762,6.29424,5.92928,7.51032,3.6417,6.68254,8.47245,5.38631,7.08786,5.80816,8.6749,6.94722,6.79226,8.54057,9.96737,5.36957,5.84535,12.8107,3.07086,5.43081,4.50746,4.56979,3.74975,4.73139,4.07547,3.02644,6.58518,11.189,5.94929,7.92161,6.76218,6.13714,7.07187,6.79665,3.94147,9.36168,7.68182,5.25553,3.4964,6.10092,5.49493,8.10458,6.65747,6.11158,7.02648,4.87309,8.08234,5.79046,3.48972,4.24004,7.78278,3.69817,5.85904,6.51805,5.28478,5.1389,5.40502,4.11744,5.55214,3.01486,5.5838,5.41566,6.17066,4.96335,4.33291,2.98544,4.41573,5.58313,5.68191,5.13178,6.022,4.85793,4.34364,5.18521,7.71396,'normal pancreatic'
7.87429,3.4185,5.74587,2.60763,3.8522,5.76073,6.53758,4.1506,4.86397,4.08298,3.55728,4.04672,4.25794,3.11018,8.2342,10.9147,7.74269,6.7277,6.17215,6.56643,5.96303,8.0289,7.02139,5.77476,4.00706,3.6898,6.54228,7.75233,6.15202,7.12875,7.26035,6.4458,6.43321,6.47802,5.97143,9.18087,6.84649,6.36527,9.37418,10.3178,5.55319,5.33686,12.6954,3.00255,4.96217,4.29036,4.09359,4.26017,4.46566,3.7139,2.68816,6.41417,11.8274,6.01967,7.24723,6.18477,5.0538,7.53732,7.14602,3.94121,9.66502,6.43867,4.80703,3.13342,5.21812,6.15525,8.06918,6.26671,6.46742,6.01469,5.31908,7.11031,5.90457,4.27372,5.13224,9.37348,4.0257,5.88395,4.92483,5.34121,5.48561,4.71615,3.94489,5.71228,2.91392,5.31747,4.97397,6.22435,5.04891,5.14614,2.60004,3.79895,4.3659,4.624,6.03017,7.48,4.47609,3.69529,4.81045,7.95587,'normal pancreatic'
8.84557,3.34886,5.3035,2.61153,3.54662,7.19828,6.0867,4.28056,5.57228,3.68156,3.45909,3.97718,3.76399,3.23677,7.70454,10.8071,7.81434,7.77334,5.75124,6.62887,5.98062,7.55442,6.58683,5.17363,3.48276,3.704,7.76777,8.33959,5.53694,5.60818,6.94862,6.95206,7.49405,6.41,6.4627,9.38486,6.87543,6.24734,8.93798,10.1464,5.35898,5.32776,12.7386,2.85265,4.98442,4.32643,4.46371,3.69617,4.26746,3.48637,3.19437,7.93327,11.3525,5.676,7.00499,5.8225,4.72568,7.59759,6.69063,4.08144,9.78372,5.95583,4.74841,3.1906,5.07088,6.12996,7.59258,5.93315,5.9903,5.51193,6.03847,6.7313,5.39999,3.19483,4.90367,8.9576,3.50842,5.80235,4.33257,7.17393,5.53984,5.17329,3.87681,6.20264,3.10537,5.08529,5.0232,6.31739,5.07068,4.71515,2.81639,3.70441,4.19756,4.74484,7.08423,6.94492,4.02672,3.52956,4.2074,7.89616,'normal pancreatic'
7.91828,3.57279,6.47808,2.46843,4.25201,4.76013,7.2642,4.51265,4.62157,4.39686,4.43798,4.53123,4.58451,3.67196,6.45086,10.6519,7.9253,6.7317,5.88757,6.96915,5.41153,8.27966,6.95759,6.48828,3.95507,4.0008,6.9673,5.95167,6.69258,3.63448,6.90833,9.10111,5.55532,6.88963,6.14873,8.94354,6.42604,6.61995,8.46356,10.2898,5.23312,5.24807,12.7775,3.08205,5.34063,4.58668,4.51449,4.79284,4.63623,3.83406,3.08681,6.53532,11.3263,5.53524,8.03797,6.38746,6.40861,7.40835,6.43812,3.64304,9.39294,7.00644,5.13651,3.41084,5.25172,5.72065,8.5822,6.96442,6.2329,6.83384,5.24742,7.81258,5.83958,3.00965,4.38313,7.69951,3.49443,5.81055,7.44663,6.55764,5.18957,4.86142,3.89263,5.9072,3.07761,5.89571,5.22604,6.43727,5.30114,4.13954,2.93296,4.23269,5.71762,4.84283,6.00387,6.44936,4.84315,4.16748,4.95602,7.79943,'normal pancreatic'
7.65792,3.67769,5.50007,2.54321,4.27724,4.50038,7.59739,4.78674,4.53966,4.51699,4.21716,4.05581,4.37334,3.95461,7.16305,10.6883,7.85413,6.97509,4.95576,6.10153,4.92852,7.86397,6.8303,6.18989,4.1934,4.27273,6.89966,5.24207,7.2373,4.93132,6.85437,8.85254,5.65539,7.25331,6.1357,9.05767,6.57016,6.82795,8.5493,10.1538,4.3254,5.89509,12.7868,2.98,5.8263,4.57074,4.4604,3.90132,5.19903,3.62867,3.00165,6.37571,11.0882,5.67825,7.77809,6.45858,5.92151,7.42416,6.58079,3.85851,9.51796,7.14091,5.54844,3.85177,5.76133,5.62203,7.81889,7.08083,5.80744,6.79064,4.94002,8.21933,5.71681,3.31435,4.4188,6.44581,3.20111,5.8169,6.16136,6.22575,5.60051,5.32791,3.98671,5.4498,3.49486,5.85395,5.79643,6.38146,5.43758,3.78785,3.15562,3.96033,6.06992,5.16141,5.76334,6.17976,5.00407,4.10826,4.87262,7.68996,'normal pancreatic'
8.56087,3.59031,6.11493,2.56632,4.3642,4.90651,6.933,4.69031,4.2006,4.46239,3.52838,4.25844,4.4704,3.50318,6.82992,10.658,8.05694,7.05687,5.35522,6.47727,5.75498,8.1609,6.95538,6.18548,3.94747,3.71107,6.88381,6.13532,6.53036,5.11144,7.18405,7.35405,5.29644,6.55898,6.20713,8.90142,7.11099,6.47657,8.9101,10.569,5.52028,5.26834,12.7632,3.2083,5.31975,4.36621,4.22456,4.04026,4.64867,3.63649,2.93075,6.39663,11.4921,6.16054,7.87325,6.28403,6.2408,7.35405,6.80141,3.87753,9.82708,8.23794,5.0207,3.41009,5.46982,5.55384,8.43528,6.61554,6.91979,6.53152,5.30116,7.94219,5.98999,2.97411,5.05006,7.56572,4.10977,6.00159,7.12391,6.31732,5.05172,5.00168,4.19347,5.85401,3.47822,5.51075,5.10906,6.80588,5.68877,4.08322,2.89103,4.04564,5.92258,4.62278,6.07709,5.70367,5.16606,4.22307,4.55615,8.00909,'normal pancreatic'
8.57179,3.63644,5.94513,2.60684,4.25259,4.73168,7.23196,4.75677,4.42486,5.00252,3.60678,4.26779,4.73821,3.5997,6.52839,10.7689,7.85457,7.16798,5.16932,6.55018,5.43622,8.17291,6.62632,6.24199,3.6605,3.818,6.6909,5.92868,6.87796,4.18967,6.74904,8.78267,5.44348,6.65396,6.23616,8.96678,7.00485,6.59779,8.47482,10.0771,4.65254,5.26305,12.7366,3.10826,5.33796,4.94697,4.61038,4.0629,5.44949,3.89851,2.81162,6.32297,11.3337,5.8453,8.04627,6.5542,5.74776,7.51117,6.63536,3.97833,9.75192,7.53429,5.6922,3.36261,5.38333,5.65584,8.31436,6.64784,6.43896,6.55345,5.05,7.97457,5.8384,3.13663,4.17847,7.97976,3.54847,6.44258,6.94098,6.50951,5.37653,5.29537,4.00839,5.68596,3.41563,5.33999,5.43842,6.71535,4.97404,4.07766,2.96097,3.86526,5.04876,5.26305,5.97496,6.25887,4.93115,3.85736,5.20596,7.61618,'normal pancreatic'
8.33775,3.47877,5.61277,2.62729,3.61932,4.92781,6.26452,4.37123,5.0357,3.73839,3.45706,3.88225,3.89834,3.60359,7.13496,11.1897,7.23755,6.54049,5.36625,6.87489,7.40133,7.49166,7.29208,5.18581,3.47416,3.80655,7.41348,6.80092,5.62885,6.30597,7.05942,4.83402,6.85986,6.27598,6.47335,9.31377,7.24455,6.24136,9.44003,10.3188,6.62319,5.01561,12.8372,2.98049,4.89231,4.32958,4.55477,3.57421,4.42034,3.36404,2.92281,7.32935,11.669,5.64595,7.36814,6.06515,4.63215,7.34836,7.26474,4.50581,9.28208,6.48975,4.8794,2.91839,4.82454,6.27815,8.09612,6.36212,6.4144,5.64428,4.90687,7.1076,5.38703,3.51559,4.38431,8.80799,3.37385,6.34778,4.05813,7.19552,5.07356,5.02778,3.79493,6.2653,3.25257,5.26793,5.3823,6.15456,5.94204,5.13402,2.65177,3.69146,3.81783,4.58487,6.42108,6.96742,4.58427,3.67766,4.33138,7.52745,'normal pancreatic'
8.07736,3.4342,6.13018,2.43546,3.43236,5.86161,6.36211,4.69357,4.69874,4.17688,3.26589,3.67482,4.22176,3.16669,7.6933,11.1751,7.65068,6.53677,5.85086,7.42707,6.89523,7.94685,7.23674,5.38429,3.663,3.67933,6.89262,6.56273,5.70084,6.61816,7.24087,6.35353,6.51699,6.37932,6.70145,9.43587,6.95364,6.11864,9.12649,10.2006,6.16382,4.66293,12.818,2.95966,4.88461,4.13278,4.18891,3.43306,4.48332,3.66682,2.73182,6.55773,11.7936,5.89595,7.18218,5.74124,5.53049,7.39977,7.05634,3.85719,9.81347,6.15451,4.43968,3.32061,5.55004,5.95235,8.27796,6.26171,6.45401,5.50595,5.34515,6.85976,5.54507,4.02965,3.96956,9.0576,3.53707,6.32898,5.43193,6.1349,5.35346,4.94957,3.84368,5.81358,3.00783,5.40028,4.9794,6.15862,5.14335,4.7701,2.60004,3.65406,5.55066,5.11532,6.80815,7.46134,4.79928,3.87551,4.43228,7.93396,'normal pancreatic'
7.63976,3.56844,6.13674,2.44009,4.06371,4.78568,6.53167,4.60819,4.27557,4.05362,3.59224,3.97816,4.46488,3.47513,6.86919,10.9878,8.47593,5.9812,4.33546,5.65412,8.03103,7.54182,7.36005,7.11575,3.94728,3.66552,7.40838,10.5264,6.22871,8.68694,7.15101,6.58031,6.15299,6.42243,6.03947,8.99876,7.25104,6.60344,8.99483,11.5506,5.15317,5.62178,12.6251,3.13402,4.86821,4.58867,4.33208,3.50388,4.72818,3.46084,2.95432,8.19603,11.5968,5.65427,7.31921,6.23424,5.63754,7.34582,7.02531,3.8699,9.62707,6.49978,4.9077,3.22709,7.75007,5.96137,7.30666,6.51547,6.50912,6.21633,4.91015,7.60083,5.52769,3.26883,4.37307,6.65519,3.11191,5.51788,5.03731,6.77271,5.44749,4.86972,4.21993,5.64125,3.51988,5.51252,5.13362,6.42729,5.44595,4.46258,2.94426,3.83806,4.44453,5.14023,6.47632,6.40576,5.4394,4.24475,4.80518,7.83092,'normal pancreatic'
7.5673,3.37471,6.34066,2.55873,3.89826,5.33011,6.40025,4.54028,3.96544,3.69603,3.63527,4.02466,4.01853,3.5098,7.21654,10.8839,8.66512,5.45073,4.39453,5.44593,8.53588,7.36534,7.23838,7.83207,4.08285,3.60946,7.5813,11.0092,5.67493,7.93912,7.13971,4.39572,6.23445,6.35145,6.25545,8.8158,7.44741,6.14745,9.08349,11.6268,5.84144,5.35376,12.5645,3.14979,4.81603,4.4739,4.35631,3.39717,4.24105,3.59662,2.81539,7.86329,11.8772,5.9041,6.94194,6.03098,5.56644,7.33578,7.11936,3.94418,9.65986,5.48873,4.96725,3.30095,8.38308,5.69281,7.59702,6.18178,6.95206,5.78802,5.26018,7.34518,5.55436,3.10543,4.29311,7.06137,3.09159,6.13343,4.32471,7.07532,4.91777,4.72496,4.07737,5.83421,3.23825,5.35701,5.17687,6.39011,5.65143,4.61534,2.67525,3.81368,4.7275,4.77008,6.65805,6.29305,5.06949,4.79418,4.01743,7.72978,'normal pancreatic'
7.95872,3.67884,5.38372,2.53875,4.30631,4.65454,6.89493,4.84755,4.64789,4.85227,4.00943,4.59668,4.64269,3.62553,6.86374,10.7619,7.81777,6.83291,5.31082,6.93363,5.62018,8.21378,6.90232,5.66342,4.15277,4.06697,6.98969,5.94878,7.28508,4.49627,6.95366,7.72062,5.8663,7.08106,6.42641,9.06517,6.61524,6.5704,8.44235,10.287,4.97086,5.42194,12.6678,3.28029,5.8393,4.67865,4.467,4.41597,5.02102,3.94942,2.75591,6.51158,11.3238,5.88661,7.80245,6.73049,5.87353,6.69155,6.63063,3.72797,9.64943,8.42537,5.09896,3.49119,5.90983,5.7865,7.9829,6.62937,6.30382,6.80274,4.59465,8.00708,6.1367,3.20915,4.3136,7.42566,3.59905,6.2942,6.01639,6.73552,5.34525,5.62527,4.19615,5.8832,3.57325,5.1934,5.06387,6.21457,4.94678,4.24475,3.28106,4.02784,6.18604,5.00514,6.18924,5.5745,4.93843,3.87774,5.31086,8.05922,'normal pancreatic'
8.18115,3.556,6.05044,2.65403,4.79992,4.10561,7.67251,5.13472,4.36165,4.95634,3.81454,4.7235,4.3953,3.594,6.98844,10.5466,7.72675,6.48485,4.9665,6.5724,5.42612,8.23262,7.0971,6.07023,4.22872,3.79921,6.8454,5.88563,7.13425,4.8204,6.99667,8.09109,5.92884,7.03968,5.85313,8.78107,6.52365,6.93167,8.53429,10.1563,4.73245,5.71923,12.7119,3.54745,5.83775,4.53631,4.37453,4.19043,5.02807,4.05422,2.88633,6.57829,11.1851,5.7952,7.79309,6.30402,5.72577,7.28634,6.72527,3.833,9.43222,7.04565,5.29701,3.6579,5.85285,5.51963,7.53341,6.91045,5.68153,6.73853,4.88638,8.6164,6.10263,3.04914,4.03107,6.727,3.28351,5.92017,6.3835,6.14185,5.31634,5.22326,4.04478,5.36941,3.40682,5.8723,5.54452,6.20686,5.19727,3.93304,2.83822,4.12352,5.8416,5.70897,5.46799,6.12484,4.52465,3.64785,5.08557,7.73586,'normal pancreatic'
7.4886,4.21542,5.65561,2.56401,4.26136,4.36766,7.3984,5.03236,4.49798,4.56642,3.98936,4.59281,4.55232,3.94868,6.77398,10.5876,8.41525,6.65186,4.96917,6.47776,5.49656,8.10887,6.75206,6.26701,4.17158,4.20624,6.95563,5.79392,7.09332,4.7014,6.88908,9.58076,5.2684,7.10106,6.0218,8.95642,7.19354,6.86562,8.36315,10.0046,5.41936,5.47798,12.7564,3.57936,5.58645,4.72144,4.53811,4.46183,5.38262,4.2929,2.92076,6.71846,11.1157,5.96765,7.8135,6.26865,5.92022,7.29592,6.92786,4.24117,9.4918,7.07686,5.48213,3.58565,5.80421,5.85599,7.93767,6.63419,5.93812,6.78466,4.93613,8.11021,6.09774,3.17405,4.21909,7.47392,3.532,6.02151,7.39294,5.91721,5.75437,4.99778,4.13141,5.87309,3.16375,5.99369,5.90486,6.85535,5.17019,4.00077,2.82399,4.1447,4.20832,5.04724,5.44334,6.11595,5.08521,4.1706,4.85073,7.96528,'normal pancreatic'
6.16668,4.31515,6.74041,3.04168,5.52158,6.65707,7.49498,4.72551,4.86397,5.51691,4.16274,5.23186,5.4657,3.87142,7.79847,8.2672,9.03595,6.91051,4.59033,5.79695,4.41698,7.18724,7.00257,7.1499,4.44879,4.77459,6.47775,6.47989,7.08162,3.42466,6.44336,6.51594,5.67361,7.37713,6.57393,8.90277,7.30957,6.89535,6.53,10.6775,4.76438,6.80688,12.9209,3.7588,6.53409,5.07854,4.78785,3.03958,4.91138,4.38159,4.26302,7.01009,9.79495,5.75764,7.98974,7.20924,6.13216,6.93374,4.26302,5.29385,4.26343,7.50997,6.88051,3.94331,6.45039,5.51585,6.3085,7.69234,4.22083,7.34306,4.68339,8.13696,6.71737,4.10039,5.07934,6.35786,3.85015,5.35538,6.12625,5.90072,6.85546,5.11838,4.01453,6.16295,4.57473,6.82765,6.49578,8.36836,5.8151,4.26513,3.45178,4.36783,4.95438,5.48476,4.82446,6.38878,4.9187,3.70242,5.50312,9.95979,'normal pancreatic'
