@attribute X49662 numeric
@attribute X49716 numeric
@attribute X50212 numeric
@attribute X52408 numeric
@attribute X53305 numeric
@attribute X53492 numeric
@attribute X53889 numeric
@attribute X53976 numeric
@attribute X54374 numeric
@attribute panc.columns.tissue {'normal pancreatic','PDAC tumor'}

@data

8.12696,3.4447,6.0985,2.51297,3.96472,4.71028,6.59401,4.51589,4.43988,4.16093,3.46565,3.8474,4.23231,3.21907,7.19383,10.9323,7.79808,6.71902,5.89079,7.22712,6.46882,7.91924,6.92464,5.78315,3.497,3.29248,6.82178,6.26113,6.21904,6.70388,7.42404,5.9828,5.96105,6.35959,6.22998,9.21488,7.00276,6.38549,9.25869,10.4026,5.75045,5.18818,12.7595,2.99181,4.99683,4.2143,4.3716,3.56752,4.71389,3.42007,2.75682,6.27982,11.7785,5.90292,7.42983,6.07247,5.8166,7.11065,7.16136,3.92867,9.9734,7.30212,4.89508,3.4579,5.20277,5.75843,8.04547,6.24352,6.52258,6.1288,5.28588,7.02691,5.59896,3.32074,4.61348,9.01428,4.0121,6.31054,5.0996,6.56061,5.30013,4.92171,3.94925,5.79633,3.22079,5.46194,5.10445,6.0817,5.09904,4.45848,2.7038,3.68134,4.65833,4.6239,6.56827,7.04366,5.24792,3.49126,4.58957,7.73683,'PDAC tumor'
7.79207,3.2112,5.75832,2.53845,3.44307,5.95241,6.19651,3.99171,4.90683,3.63638,3.38385,3.68708,3.9512,3.41659,7.98134,10.8899,8.29971,7.01131,6.1164,6.83708,6.82356,7.98898,6.91339,5.68198,3.51775,3.33053,6.91426,9.5644,5.47638,6.73517,7.40376,5.82765,6.47436,6.38246,6.1106,9.63018,7.15129,6.23216,9.40252,10.4553,6.33074,5.49113,12.6533,3.09343,4.71361,4.29945,4.10174,3.81204,4.13626,3.5122,2.92732,5.73046,12.0363,6.21921,7.35246,5.93984,5.24814,7.49964,7.36553,6.17889,9.96243,5.93677,4.54892,3.14222,4.81507,5.77753,8.44475,6.36663,6.55429,5.56636,5.15377,6.90579,5.49411,4.69631,5.08399,9.42133,3.93947,6.17429,3.96395,6.64882,5.49117,4.70958,3.82859,5.87167,3.12913,5.18026,4.8502,6.31047,5.57149,5.78193,2.57184,3.52141,4.0768,4.50247,7.02294,7.28546,4.97501,3.40529,4.4168,7.73588,'PDAC tumor'
8.1975,3.1947,6.30127,2.58181,3.3291,7.043,6.07585,4.23792,4.79528,3.65883,3.32754,3.42465,4.02352,3.49863,7.92636,11.0706,7.83556,7.21581,6.16788,7.42664,6.7101,7.99121,7.46173,5.21471,3.42376,3.51115,6.51509,7.72497,5.51798,6.55436,7.38423,5.74033,6.27538,6.27942,6.81585,9.95124,7.268,5.94821,9.00812,10.4147,6.12267,4.89531,12.5483,3.06305,4.43226,4.33444,4.35427,3.41915,4.17061,3.4563,2.96917,7.03399,11.41,6.09949,7.44632,5.97396,5.22177,7.72997,7.00801,3.95404,9.9761,5.89016,4.60716,3.11191,4.86074,6.19658,7.95829,6.10246,6.71911,5.74337,5.67582,6.67302,5.5337,3.82235,4.66256,8.68216,4.11814,6.01001,4.74528,7.15603,5.57915,4.46546,4.03883,6.14432,3.37589,5.13991,5.1957,6.12969,5.20458,4.8195,2.61984,3.62139,3.96307,4.76166,6.74409,7.48425,4.98702,3.58769,4.19088,7.9919,'PDAC tumor'
8.09462,3.44615,6.0241,2.48442,3.42902,5.39665,5.70767,4.15792,4.21467,3.96886,3.4158,3.27943,3.81448,3.12496,7.50036,11.0596,8.72621,9.22972,6.88478,5.31731,9.29469,8.0589,7.1953,5.38141,4.15622,3.31106,7.36598,9.91021,6.00174,4.07932,8.50261,9.44041,6.97674,6.2454,6.91166,9.20486,7.31505,6.1396,9.11758,10.7789,7.13721,5.96191,12.7695,3.13792,4.71716,4.23089,4.54513,3.27886,4.24285,3.30058,2.83267,5.61576,11.1306,6.51835,7.88845,5.88426,6.19381,7.28176,6.76189,3.41136,9.92151,5.22021,4.77559,2.93296,5.20527,5.67591,7.20486,6.14932,7.67558,5.61243,7.22304,6.28273,5.76369,3.36337,4.37889,5.8725,4.00691,5.71457,4.71143,7.8208,5.39206,4.82622,3.82159,6.36683,3.08522,5.14636,5.21034,6.0108,5.66517,3.45327,2.79188,3.93003,3.32711,4.81625,6.65275,7.12042,5.79711,4.24917,4.36525,8.10263,'PDAC tumor'
7.91731,3.38646,6.03546,2.58542,3.83352,5.00014,6.53106,4.46397,4.29987,4.41797,3.66715,3.89375,3.77452,3.5289,7.30913,11.1486,8.06903,6.66548,5.38428,6.86181,7.22595,8.0674,6.84425,6.24155,3.71038,3.39765,7.04755,8.55416,6.33519,6.46312,7.2895,7.22837,6.41422,6.52771,5.95339,9.41391,7.14776,6.32008,9.16218,10.5518,5.33008,5.65076,12.7406,3.06851,5.19512,4.54333,4.38215,3.38646,4.7326,3.5607,2.93659,6.07429,11.6013,5.77714,7.41971,5.87245,5.68684,7.05829,6.89826,3.7446,10.1975,6.78894,4.79675,3.42929,5.16357,5.8409,8.03021,6.34122,6.1523,6.43091,5.06877,7.49609,5.42968,4.25667,4.28245,8.55291,3.47052,6.07967,5.05207,6.67323,5.56652,4.9937,3.99669,5.70454,3.20017,5.48999,5.2051,6.07953,5.32861,5.13116,2.80363,3.58015,5.12163,4.88108,6.78795,6.59049,4.96953,3.56578,4.55765,7.57556,'PDAC tumor'
7.94678,3.38486,6.33863,2.59009,3.42414,6.50685,6.0123,4.13826,4.78322,3.5917,3.5225,3.73358,3.87659,3.20296,7.38088,11.1964,7.80257,7.07491,5.79034,7.07093,7.91133,7.84984,7.2379,5.46598,3.5898,3.3696,7.38178,8.85089,5.3142,6.81976,7.29031,5.29614,6.8851,6.2348,6.92042,9.82283,7.32614,6.1201,9.20856,10.4306,6.08263,5.00153,12.8721,3.042,4.55256,4.07966,4.15959,3.28049,4.1809,3.41153,2.93409,6.92959,11.7689,5.73012,7.39913,5.98529,5.34596,7.5182,7.21525,3.70862,9.83717,5.97765,4.5803,3.09831,4.95135,6.19873,8.02013,6.41201,6.49925,5.8305,5.52173,6.65712,5.19988,3.94511,4.67938,8.93027,3.51866,5.74663,4.12581,6.91249,5.19604,4.68089,3.81615,6.16767,3.25419,5.20376,4.91376,6.2954,5.41542,5.19167,2.7685,3.56206,4.167,4.45064,6.60483,7.18574,4.87795,3.446,4.14018,7.89242,'PDAC tumor'
7.93577,3.39607,5.81944,2.46733,3.42062,5.63052,6.10842,4.266,4.2769,3.97019,3.6041,3.55976,3.91903,3.50912,7.40336,10.8511,7.88803,7.00353,5.82464,7.44831,7.71908,7.73904,6.87314,5.1862,3.65969,3.37954,7.26897,9.37172,5.60306,6.70379,7.56332,7.41774,6.85397,6.3027,6.74291,9.36845,7.34414,6.26411,9.2475,10.4563,6.02134,5.07284,12.9123,2.94579,4.92479,4.36133,3.9997,3.1588,4.48045,3.48697,2.83811,6.31768,12.0061,5.96272,7.57283,5.97312,5.42809,7.41264,6.94235,3.73973,10.6049,5.78396,4.83899,2.98864,4.91533,5.97881,8.18717,6.38328,6.56462,5.92461,5.31772,6.88798,5.19198,4.19724,4.06152,8.43957,3.38498,6.07949,4.68908,7.31719,5.06161,4.80856,3.80517,5.89794,3.35734,5.25476,5.12076,6.16529,5.14335,5.43532,2.7818,3.39116,3.98657,4.77144,7.6071,7.09013,5.61478,3.81253,4.24062,7.61551,'PDAC tumor'
7.60848,3.59861,5.52859,2.50847,3.43142,5.1926,6.4123,4.44266,4.35745,4.01815,3.43586,3.77441,4.35958,3.26142,7.71978,11.27,7.8754,7.32103,5.65892,6.63103,7.73205,7.8001,6.86758,5.47083,3.78526,3.58183,6.84421,9.22246,5.94006,6.02252,7.53175,4.76396,7.14249,6.2846,6.91285,9.43301,7.27212,6.5196,9.25152,10.7497,5.78945,5.49001,13.0181,3.07978,5.08794,4.15314,4.33666,3.25473,4.48116,3.46195,2.73771,6.17102,11.9866,6.13376,7.85156,5.83194,5.35144,7.40855,7.351,3.64257,10.1895,5.30013,4.57489,3.0447,4.80534,6.1477,8.4753,6.25502,6.55481,5.77443,5.53192,6.90871,5.63533,4.59171,4.24393,7.73221,3.39375,6.48749,4.37702,6.82482,5.39225,4.92119,3.93179,5.69039,3.32772,5.21924,4.94555,5.71295,4.94677,5.46867,2.78403,3.75281,3.80705,4.81499,7.25647,6.71801,5.79723,3.49883,4.43654,7.4493,'PDAC tumor'
7.5265,3.66873,5.84704,2.64469,3.67331,6.20086,6.09606,3.974,4.6556,3.90368,3.60363,3.81214,3.91476,3.2992,7.87399,11.0338,8.70323,6.22982,6.22984,7.65369,7.88466,7.89162,7.14071,5.69999,3.84523,3.52956,5.40289,8.54496,5.87194,5.75692,7.75565,5.73748,6.3184,6.28985,6.94648,10.0716,7.60442,6.05736,9.27315,10.7577,5.83608,5.73128,12.8411,3.20083,4.90569,4.42167,3.9964,2.96187,4.27626,3.38557,3.05364,5.95067,11.642,6.02485,7.1703,5.93194,5.58401,7.83471,7.06241,3.86094,9.70996,5.79094,4.58566,3.17407,5.06602,5.72468,7.62665,6.22512,6.62788,5.57776,5.77875,6.64245,6.16173,4.27857,4.3124,7.92089,3.83628,6.70576,4.71923,6.34857,5.25987,5.08105,3.80366,5.78483,3.35007,5.08385,5.25507,6.12336,4.82693,5.61423,2.7887,3.62303,4.04622,4.84638,7.09939,7.49251,5.82989,3.4995,4.35015,7.98221,'PDAC tumor'
7.91285,3.43904,5.83414,2.4844,3.95805,4.62585,6.66731,4.44807,4.58995,4.2986,3.60086,4.29588,4.28804,3.77085,6.67967,10.8548,7.88114,6.64995,5.34992,6.55938,6.86871,7.97614,6.87434,5.56752,3.77035,3.6571,6.8559,6.61291,6.48984,5.26669,7.35092,7.73618,5.99568,6.66107,6.05538,9.06161,6.84227,6.56974,9.14515,10.3288,5.77541,5.33824,12.6613,3.02841,5.31999,4.25393,4.40117,3.77011,4.83484,3.51468,2.7327,6.99346,11.6025,5.74712,7.35983,6.51663,5.74682,7.52883,7.25341,3.86224,9.97538,6.79893,5.11368,3.35498,5.37263,6.03961,7.96736,6.28312,6.16677,6.4118,5.19973,7.70123,5.74858,3.74926,4.29482,8.369,3.80367,5.78348,6.3848,6.81606,5.11142,4.97921,4.07166,5.67572,3.41373,5.54864,5.19957,6.70223,5.22164,4.47256,2.96356,3.68671,5.94741,4.84181,5.88209,6.53662,5.15638,3.82638,4.5589,7.87776,'PDAC tumor'
7.52899,3.11744,5.6583,2.56585,3.47762,5.13476,6.16402,4.03726,4.40613,3.61427,3.29229,3.71141,3.89623,3.58343,7.56286,11.0175,8.69868,6.70771,5.86586,7.32124,7.88887,8.08355,6.77903,5.93631,4.00565,3.35061,7.32013,9.58819,5.42992,6.70732,7.71917,6.86018,6.79039,6.5959,6.71474,9.60483,7.39637,6.21696,9.5982,10.8272,6.29709,5.08523,12.8228,3.06639,4.95323,3.86135,4.09545,3.74287,4.02839,3.38257,2.88175,6.72762,11.6627,6.15893,7.42415,5.78285,5.8364,7.83261,7.04336,3.84311,10.1687,5.41473,4.57275,3.32636,4.77553,6.03065,8.1807,6.20235,6.9213,5.65448,5.27456,6.59164,5.41277,4.42396,4.98817,8.69334,3.71374,6.42601,4.34046,7.48765,5.41901,4.65502,3.49881,5.9533,3.17523,5.04354,4.74185,6.08301,5.583,5.55947,2.68841,3.27493,3.9632,4.53077,6.76708,7.20476,5.12026,3.42048,4.64541,7.50157,'PDAC tumor'
7.95177,3.33545,5.85548,2.46543,3.52508,5.1574,6.17419,4.40352,4.55983,3.85081,3.45277,3.734,4.11034,3.3326,7.38379,11.2212,8.04301,6.34598,5.78579,7.08827,8.09748,7.73594,7.00209,5.21196,3.6911,3.42051,6.70239,7.19186,5.85926,6.23301,7.2954,5.25673,7.287,6.23906,6.53973,9.51697,7.71873,6.13613,9.4676,10.3868,5.86014,5.23991,12.8112,3.22667,4.96934,4.31323,4.43933,3.32024,4.60601,3.28934,2.66836,6.91829,11.8849,5.90354,7.15645,5.81739,5.20703,7.35966,6.87221,3.7943,10.0598,7.04193,4.56931,3.31605,4.96934,5.76238,8.35957,6.23779,6.63767,5.7518,5.3202,7.02269,5.59189,3.90628,4.17741,8.56131,4.0219,6.22094,4.71737,7.01767,5.37861,4.93095,3.72508,6.36881,3.1652,5.01732,4.95917,6.06608,5.15807,5.13112,2.63836,3.51683,4.49807,4.88671,6.99149,7.02049,6.11384,3.69514,4.6262,7.7656,'PDAC tumor'
7.95977,3.62082,5.93695,2.68845,3.9092,5.35853,6.32196,4.49275,4.42444,3.8779,3.53981,4.03776,4.07784,3.72114,6.82805,11.0859,7.92169,6.41484,5.79797,6.54477,7.29674,7.88087,7.02174,5.72636,3.7408,3.62938,6.56098,6.75996,6.4083,6.97203,7.4255,6.48392,6.12857,6.29889,6.59902,9.34193,7.28719,6.18015,9.31254,10.3495,5.78557,4.99487,12.731,3.0527,5.21704,4.36392,4.12142,3.75436,4.56908,3.50677,2.86889,6.52368,11.8002,5.87652,7.43155,5.74233,5.40431,7.37785,7.1229,4.04939,10.4209,7.21117,4.91681,3.2033,5.11221,5.65557,8.29393,6.33522,6.52705,5.94008,5.11133,7.3299,5.67609,3.35272,4.60363,8.67976,3.7699,6.32221,4.67647,6.48614,5.18398,5.02211,4.08474,5.82331,3.32027,4.86951,5.21595,6.18214,5.29189,4.76727,2.85,3.76926,5.12847,5.0983,6.63364,6.7105,5.86737,3.7011,4.68216,7.89779,'PDAC tumor'
7.63346,3.37324,6.00964,2.51112,3.53308,5.75608,6.19722,4.53018,4.85688,3.97614,3.42394,3.79777,4.00447,3.53106,7.98501,10.691,7.77943,7.22078,5.8133,6.09167,7.55682,7.77863,7.60007,5.22134,3.7831,3.62806,6.16917,6.73775,5.83071,4.53181,7.42339,7.38037,6.14149,6.67493,6.32314,9.72718,7.19461,6.41459,9.11294,10.6629,6.12705,4.99109,12.8853,2.9641,5.16475,4.41409,4.24098,3.33046,4.47158,3.48111,2.86113,7.18589,11.6565,6.05991,7.47822,5.91372,5.76934,7.58679,7.18342,4.04234,10.1543,5.56136,4.47199,3.31958,5.32205,5.94866,8.03948,6.53756,6.40431,5.81034,5.69226,6.92615,5.41757,3.3205,4.22035,7.75411,3.52548,5.87342,4.06149,7.1198,5.44929,4.70611,3.98071,5.70532,3.21682,5.04964,5.44748,6.1896,5.103,4.89485,2.53687,3.78507,3.45333,4.87106,6.24301,7.46627,5.30428,3.54914,4.56129,8.09112,'PDAC tumor'
7.34558,3.50946,6.18039,2.49694,3.39598,6.45183,6.12882,4.05397,4.98624,3.33919,3.42956,3.70058,3.94147,3.06796,8.16866,10.946,7.92415,7.56115,6.22177,6.86393,7.74902,7.60838,6.98499,5.04289,3.52228,3.47706,4.9326,8.56057,5.56955,6.97557,7.53967,6.41509,6.01144,6.48102,6.58489,9.99241,7.78471,5.99579,9.73379,10.3998,6.69368,5.32649,12.809,3.0655,4.49388,3.97734,3.80815,3.70942,4.48011,3.43005,2.91947,6.00884,11.9928,6.25972,7.13051,5.59964,5.18086,7.75619,7.70884,3.90897,10.2843,6.07234,4.32735,3.17067,5.04307,5.9744,8.39484,6.39438,6.60899,5.74725,5.73769,6.95676,5.93607,6.00892,4.67462,9.57759,4.26944,6.34169,4.12744,6.20101,5.59062,4.83757,3.74419,6.15746,3.10262,4.95874,4.97939,6.02865,5.02714,6.0072,2.75507,3.63392,3.82497,4.8849,7.56531,7.6418,5.74422,3.42792,4.38521,7.88189,'PDAC tumor'
8.22897,3.44956,5.88627,2.49611,3.53567,4.90033,6.35811,4.34079,5.18404,3.80254,3.40564,3.83109,4.17095,3.35518,7.54219,11.0389,7.75828,6.94991,5.54299,5.63069,7.16347,7.62792,7.35289,5.28984,3.74721,3.62084,6.86205,7.15067,5.91267,5.78738,7.32692,6.23808,6.81136,6.50408,6.29946,9.46288,7.58372,6.28382,9.30862,10.3807,6.36962,4.95485,12.799,2.98152,5.33103,4.1693,4.08808,3.43511,4.22905,3.39859,2.8876,8.08628,11.6555,5.65851,7.3333,6.38786,5.27852,7.46531,7.38891,3.86933,10.034,5.487,4.85716,3.41594,4.79374,6.10953,8.06176,6.34794,6.63187,5.99158,5.35926,6.88549,5.5784,3.46198,4.42541,9.76825,3.34094,5.88131,4.29707,7.08856,5.53119,5.17418,3.62161,6.03436,3.11777,5.40954,5.0361,5.97457,5.14208,4.78851,2.73205,3.74967,3.83179,4.76668,7.11819,7.17554,4.83443,3.68363,4.5075,7.84475,'PDAC tumor'
8.06629,3.48,6.0854,2.57957,3.64345,6.39483,5.92516,4.15,5.28076,3.59495,3.76913,3.70088,3.96622,3.33859,7.75923,11.3172,7.52703,6.87111,6.01974,6.77101,7.28512,7.88817,6.90572,5.24272,3.53531,3.54171,6.54401,8.64354,5.94258,6.11024,7.28815,5.10228,6.5847,6.20605,6.47401,9.62961,7.3883,6.06532,9.161,10.2937,6.33868,4.83016,12.8814,2.92882,4.76322,4.18831,4.24948,3.44515,4.37922,3.64923,2.71672,6.95237,11.9857,5.89444,7.25553,5.76852,5.29836,7.43634,7.38528,4.88178,10.2635,5.97221,4.67099,2.78324,4.83629,5.7924,8.02511,6.24589,6.69684,5.5276,5.5007,6.61827,5.34133,3.20212,4.40798,9.14221,3.82287,5.97344,4.55272,7.12867,5.36473,4.95771,3.85264,6.47658,3.12847,5.1316,5.11323,6.1078,4.93502,5.03585,2.71691,3.41314,4.51221,5.00288,6.91455,8.03971,5.62028,3.29545,4.44055,7.82462,'PDAC tumor'
8.08916,3.54933,6.12413,2.53498,3.68067,5.38795,6.76057,4.60683,4.24775,4.00348,3.59451,4.04195,4.25425,3.66633,7.1162,10.9352,7.8392,6.80339,5.32711,6.57541,6.43267,7.70858,6.9014,5.90431,3.79991,3.65471,6.16048,6.92945,6.62578,5.32876,7.16112,7.16422,6.14415,6.74353,6.22432,9.36187,7.05477,6.25433,9.22573,10.3883,5.73018,5.30832,12.7089,2.93034,5.2011,4.24726,4.27985,3.58156,4.95234,3.533,3.0733,6.47326,11.5625,5.53556,7.55603,6.3779,5.61551,7.28396,6.72357,4.16309,10.1294,7.00697,5.19968,3.38736,5.1481,5.78973,7.88631,6.39079,6.18573,6.10884,5.3382,7.41606,5.61399,3.3097,4.51917,8.59213,3.9173,5.95837,5.74437,6.90013,5.33303,5.10833,4.1428,5.67639,3.15091,5.35398,5.48882,6.20813,4.77229,4.24129,2.68428,3.84675,3.91269,4.72932,6.68557,6.62705,5.40984,3.64782,4.69996,7.456,'PDAC tumor'
8.09203,3.35516,5.60636,2.62588,3.41477,4.71695,6.05785,4.13025,4.25863,3.81266,3.29335,3.71858,4.03177,3.22002,7.34808,10.9695,8.36328,6.88612,5.90674,7.08015,8.26627,7.79247,7.12287,5.52075,3.36001,3.12407,7.54752,10.5797,5.3472,6.90177,8.06575,6.14736,7.40385,6.49147,6.74125,9.45044,7.51989,6.26212,9.25464,10.9118,5.82488,4.84774,12.5672,2.90465,4.38544,4.26282,4.22445,3.20727,4.38,3.23605,2.7703,7.39278,11.3919,6.28307,7.33674,5.70165,5.56004,7.58354,6.99999,3.93125,10.183,5.54376,4.67077,3.11752,4.69465,5.89665,8.35399,6.01826,6.29329,5.60547,5.36456,6.9554,5.38433,5.52441,4.786,8.53405,3.48469,6.07348,4.55958,7.63262,5.28878,4.62811,3.78369,6.33726,3.05979,5.08288,5.12068,6.44329,5.11543,5.70837,2.49176,3.43909,3.90563,4.35936,7.12185,7.12816,5.01513,3.62165,4.49734,7.68474,'PDAC tumor'
7.96832,3.51231,5.67124,2.46757,3.72487,5.57237,6.46258,4.17086,4.15741,3.90757,3.53778,3.58898,4.18642,3.3168,6.99963,11.3705,7.76531,6.32253,5.6369,6.14389,7.98362,7.90501,6.75394,5.32186,3.813,3.48202,7.34341,10.7227,5.9983,5.0499,7.89242,7.72487,6.93129,6.32637,7.15409,9.45623,7.60983,6.07212,9.38499,10.7393,6.66575,5.25871,12.6942,3.23338,4.96766,4.29183,4.37511,3.89083,4.61232,3.40152,2.74255,6.60616,11.4043,5.91268,7.95537,5.81449,5.72982,7.35269,6.99217,3.49976,10.6059,5.86402,4.62388,3.16258,4.95351,6.09907,7.78702,6.16059,6.85485,5.97874,5.91496,7.02011,5.6797,3.50429,4.13615,7.89981,3.59112,6.1601,4.74893,6.78215,5.25598,4.84598,3.83591,5.75291,3.34717,5.24453,5.3502,6.04616,5.16847,4.16191,2.67269,3.46119,4.54904,4.72445,6.30222,6.91824,6.41155,3.33183,4.60857,7.69904,'PDAC tumor'
8.26129,3.47607,6.11302,2.45356,3.43827,5.66928,6.12458,4.15654,4.06491,4.026,3.52208,3.51204,4.44087,3.35038,6.6972,10.9979,6.92094,6.42488,5.61295,9.25904,8.45984,7.65076,7.70668,5.2176,3.41377,3.50674,7.56185,5.36695,5.87378,4.98406,7.32607,4.34362,6.56532,6.43181,6.92,9.71158,7.34362,6.10507,9.30304,10.6459,6.45183,4.84452,12.924,3.08584,4.77064,3.92214,5.21977,3.46725,3.91868,3.39601,3.23634,6.9627,11.8556,5.72568,7.41171,6.17782,5.37784,7.26355,7.31091,3.64345,9.84729,5.39016,4.62277,3.02629,4.83821,6.16762,6.94764,6.34678,6.53564,5.75761,5.28519,6.74441,5.92347,3.45723,4.72823,9.30084,3.41113,6.07985,4.04685,7.18697,5.15114,4.88906,4.06163,6.00679,3.64593,5.28039,5.20499,6.05356,5.03913,5.33607,2.86798,3.63551,3.82478,4.96022,6.98844,6.15625,4.49567,3.5019,4.46217,7.92387,'normal pancreatic'
8.17173,3.56982,6.19537,2.43417,3.32441,5.40972,6.00385,4.11602,3.70711,3.82015,3.18196,3.58043,3.9875,3.20279,6.67717,11.0642,7.01326,6.47372,5.72003,9.15062,8.40805,7.62197,7.46839,5.36523,3.76657,3.52091,7.51218,5.81254,5.38093,5.18381,7.49156,4.25421,6.23856,6.196,6.50517,9.60942,7.34383,6.12367,9.51633,10.7581,6.36553,5.07707,12.8248,2.98562,5.01434,4.22923,5.06781,3.57757,4.07874,3.45957,2.93861,6.57888,11.8269,5.88792,7.60422,6.08958,5.42583,7.37,7.02214,3.48003,9.6731,5.39119,4.61232,2.95039,4.70993,5.85989,7.07921,6.28424,6.74211,5.5196,5.38335,6.74726,5.41856,3.21111,4.67845,9.36055,3.52485,5.89929,3.93485,7.28447,5.30207,4.68405,3.48943,6.16819,3.13754,4.96022,5.35121,6.58013,5.66624,5.58993,2.69269,3.72899,3.83967,4.73749,6.93545,6.25531,4.45135,3.30519,4.46468,7.7539,'normal pancreatic'
7.64326,3.84468,5.70837,2.88787,4.34504,4.64201,7.48309,4.97409,4.74921,4.61899,3.89051,4.68648,5.01427,4.24853,6.87844,10.5545,8.04468,6.56144,5.04606,6.10201,5.17042,8.2356,6.6061,6.28794,4.16731,4.14219,6.81735,6.00621,7.18685,3.90543,6.95478,9.27956,5.4332,7.28627,5.98742,8.71217,6.73536,6.80329,8.33809,10.2957,4.62444,5.21315,12.7332,3.71947,5.84118,4.47088,4.716,4.03676,4.79085,4.18899,2.99652,6.32708,11.2513,5.98415,8.13164,6.74997,5.96861,7.11952,6.98932,4.04866,9.5067,7.56158,5.6911,3.33555,6.32564,6.02032,8.20494,6.7031,5.99099,6.59679,4.31632,8.40909,6.09645,3.09924,4.07916,6.85374,3.25513,5.27158,6.73588,6.26948,5.834,5.13996,4.10523,5.29905,3.36677,5.95509,5.43821,6.43806,4.88911,4.08622,3.4584,4.31186,4.76386,5.46925,5.2997,5.47619,4.79204,3.92028,4.85556,8.04735,'normal pancreatic'
7.91731,3.91689,5.93196,2.68865,4.79082,4.62425,7.48704,4.89792,4.17919,4.81527,3.7507,4.81536,4.75711,3.74582,6.7923,10.9085,7.8813,6.49489,4.86704,6.2026,5.51782,7.96641,6.85443,6.19487,3.70294,4.18734,6.6086,5.67098,7.04119,3.79875,6.64154,9.12096,5.00391,7.15298,6.24066,8.74955,6.67458,6.8624,8.34213,10.1127,4.95074,5.7921,12.7458,3.17291,5.86582,4.66852,4.22473,4.34725,4.87161,3.79193,2.88541,7.03313,11.3204,6.01451,7.87069,6.59188,6.19762,7.1545,6.23595,3.84282,9.52868,7.49043,5.12863,3.37316,5.69741,5.86061,8.18195,7.09725,5.98008,6.93205,4.80437,8.42381,5.8468,3.12289,4.28182,7.05724,3.4207,5.79398,6.60683,5.97363,5.75506,5.38876,4.0934,5.44484,3.42562,5.72976,5.55226,6.07947,4.94848,3.94674,3.01072,4.31017,4.85549,4.85417,5.71528,6.19598,4.97957,4.03501,5.1691,7.62347,'normal pancreatic'
7.70105,4.01452,5.43644,2.45722,5.14321,4.40912,7.40236,4.73036,4.48186,5.31138,3.80435,4.40135,4.94886,4.04283,6.90058,10.7254,8.05135,6.92351,5.31369,6.42215,5.50986,8.20289,6.46553,6.12573,4.17181,4.11895,6.83421,6.45452,6.91358,4.71339,7.15139,9.17421,5.70255,7.34647,6.30512,8.67667,6.94636,6.821,8.2399,10.3538,4.77285,5.87937,12.8193,3.13181,5.76191,4.29159,4.83629,4.81957,4.77585,3.98607,3.38472,6.40711,11.4138,5.88683,8.3623,6.52703,6.28579,7.46835,6.19715,3.60153,9.26991,7.04437,5.066,3.43881,6.10288,5.8043,8.35453,6.88245,5.95173,7.15285,4.80587,8.50554,6.4039,3.43456,4.29089,7.48905,3.59718,5.4118,7.60637,5.49216,5.4526,5.67791,4.30677,5.5251,3.91853,5.97902,5.59968,6.52155,5.19727,3.73006,2.77552,4.13225,5.48901,5.48074,5.37927,6.16157,4.46105,4.00787,5.09832,8.05182,'normal pancreatic'
7.87148,3.46468,5.77574,2.56588,4.68944,4.13548,7.5702,5.06892,4.3883,5.15861,3.77436,4.70739,4.59822,3.53856,7.09467,10.6682,7.7061,6.82071,4.62608,6.07885,5.40115,7.95491,6.79895,6.24523,4.02248,4.00363,6.71568,6.27822,7.02383,4.27857,7.30672,9.32627,5.23753,6.69733,6.18208,8.85168,6.94995,7.02413,8.22926,10.2324,4.94614,5.99915,12.8167,3.25324,5.91001,4.65706,4.53451,4.47854,4.82066,4.29906,3.08243,6.56766,11.319,5.39505,7.8531,6.41582,6.13899,7.18132,6.40582,3.82648,9.31844,7.24686,5.14452,3.29872,5.74921,5.85318,8.21734,7.23237,5.87932,7.06334,4.55324,8.21596,6.18642,3.51118,4.15544,7.707,3.11955,5.55078,7.669,5.07835,5.37089,5.41806,4.16223,5.18753,3.71981,5.82737,5.33698,6.18362,5.61963,3.83661,2.9587,4.49177,5.20614,5.18851,5.01791,5.77317,4.76864,3.87844,4.93473,7.66693,'normal pancreatic'
7.82318,3.64371,5.13093,2.705,4.51068,4.20209,7.41197,4.9685,4.26409,4.64449,3.7675,4.74115,4.62603,3.94165,7.02569,10.8053,7.77875,6.94465,5.09994,6.20152,5.0722,8.26425,6.86296,6.18876,4.00078,4.51642,6.44544,5.82194,7.24146,3.59608,6.97429,8.65683,5.60211,6.99394,6.27835,9.06363,6.4294,6.5828,8.37035,10.2618,5.18995,5.62884,12.7373,3.5153,5.77138,4.49954,4.73379,4.43471,5.61645,4.27553,3.28619,6.55846,11.2626,5.59605,8.27272,6.21028,6.27102,7.34021,6.67799,4.10836,9.56102,6.91276,5.31346,3.51769,5.72115,5.81268,7.67215,6.66864,6.15195,6.85695,4.98136,8.73841,6.02897,3.49195,4.30381,7.37487,3.26301,5.53211,7.86072,6.34446,5.72125,5.30189,4.09345,5.30655,3.223,5.55794,5.46601,6.35467,5.66124,3.89266,2.85774,4.42952,4.96291,4.93412,5.37561,5.87113,4.69185,4.17563,5.09286,7.40474,'normal pancreatic'
