@attribute X20512 numeric
@attribute X20799 numeric
@attribute X20898 numeric
@attribute X21009 numeric
@attribute X21081 numeric
@attribute X21166 numeric
@attribute X21292 numeric
@attribute X21782 numeric
@attribute X22083 numeric
@attribute lung.columns.tissue {normal,tumor}

@data

10.4403,9.47029,9.71558,10.5279,4.8741,10.4017,9.99487,9.8351,9.20448,6.62529,7.88629,8.73484,9.02999,8.6411,8.05454,10.6947,8.6987,7.87586,6.461,9.10333,9.01517,7.92671,8.69749,5.83122,8.03745,6.22079,5.14466,4.80339,9.05897,7.12667,5.77541,6.48389,7.63704,5.52957,7.84255,6.73656,8.50209,8.50349,9.49176,9.67563,8.32635,5.10788,7.86392,5.85668,7.7374,5.42009,8.01138,5.08099,7.06227,7.33892,6.73954,6.22526,6.52168,6.91676,5.72581,6.7348,6.78984,9.53122,9.77353,8.37069,7.98469,6.51606,13.2576,7.74276,5.11169,6.74199,7.43028,8.5534,7.43206,5.79298,5.65498,7.5163,5.68932,6.89908,9.14197,6.09453,6.97132,5.28615,8.34759,5.94852,5.09667,6.7717,6.23777,11.1032,7.85522,9.0093,8.38685,6.23839,8.06022,4.2644,5.16846,4.85331,7.00065,8.75935,7.05311,4.58715,9.67037,9.72294,7.78441,5.98418,tumor
10.0617,9.10262,9.73541,10.1005,5.85225,10.0954,9.85867,9.63444,9.05826,6.62084,7.49071,8.0606,9.6942,9.28508,7.75231,7.08029,8.55076,7.60152,6.70318,9.68384,9.07614,7.86815,8.43169,6.40806,8.00778,7.31636,5.4825,4.61645,9.37892,7.24192,6.06929,6.39921,8.13085,5.48422,8.09823,7.27903,11.2466,8.11646,9.19992,10.2617,7.7684,5.70031,7.53302,5.85008,8.65296,5.58852,8.56232,5.39277,6.91677,7.16543,6.71086,6.93093,6.83332,7.03696,5.43976,7.19084,7.1052,8.28212,9.09642,7.67171,8.2442,6.8221,13.4444,8.18725,5.33931,7.23201,7.53221,8.83671,7.70659,5.89724,5.38931,6.42643,5.45651,6.51203,7.36772,6.46421,7.24379,5.80893,8.53567,5.68729,5.06821,7.14583,6.06323,11.2997,7.96874,8.60429,8.83154,6.48003,8.7124,4.52353,5.8213,4.85772,7.0277,9.41824,7.33396,4.65971,10.4265,10.0341,7.71856,5.80531,tumor
9.55317,9.70905,9.55629,9.9773,4.87095,9.66724,10.1757,9.55616,9.37988,5.38342,7.09731,8.46852,9.8171,9.30345,7.09733,9.89313,7.46873,8.23662,6.34874,8.71552,9.00833,6.53987,8.93194,7.08868,7.79265,6.32459,5.26836,4.11738,9.18972,7.13036,6.27876,5.91532,7.90317,5.71181,7.93979,6.67758,9.48271,7.88412,9.79609,10.0906,8.28476,5.78058,7.88079,5.44419,8.00492,5.75234,8.83297,5.17812,7.28595,7.58496,6.99179,6.84918,6.8267,7.17816,5.60558,7.10475,7.2912,8.42699,9.5034,7.51033,7.71106,6.82951,13.3568,7.42254,5.06621,7.17146,8.19613,8.94166,7.47888,8.10945,5.28903,5.62001,5.52802,6.90539,6.16277,6.22291,7.19268,5.24547,8.36519,6.01506,5.51185,7.12516,5.94362,10.3247,7.97444,9.22528,8.60374,6.32144,8.24433,4.79504,5.48142,4.60091,6.911,9.37314,7.07986,4.72054,9.94075,9.45171,7.77429,5.83354,tumor
10.8325,9.50792,9.67694,10.1131,4.65527,9.36147,10.1085,9.4431,10.0656,5.91047,7.395,7.93765,10.0598,9.10779,7.42652,9.90383,7.57445,9.21712,6.48271,8.66293,9.17405,8.55923,8.85306,6.22747,7.68883,6.64109,5.42694,4.40392,9.55407,7.47036,6.59066,6.41931,8.16535,5.89382,8.38197,6.9786,9.48921,7.69385,9.43503,9.22484,8.3418,5.59739,7.98762,5.0376,8.0808,5.55407,8.21763,5.29217,7.11297,7.09459,7.36112,6.9561,6.90777,7.54482,5.65326,7.50787,7.13156,8.57035,9.5838,7.75588,8.09877,6.96415,13.7609,7.32556,5.00829,7.38399,7.46545,8.6748,7.96763,6.32337,5.54927,5.62312,6.43083,6.87185,7.24629,6.50827,7.59295,5.2305,8.51589,6.27406,5.00934,6.93163,5.6788,9.00486,7.79726,9.00307,10.4116,6.29254,8.47756,4.45707,5.63948,4.90251,7.76477,9.34883,7.54218,4.65129,9.86351,11.2045,7.78595,5.49552,tumor
10.2985,9.53691,9.59828,9.79214,5.23196,10.0303,9.91468,10.1158,8.91266,6.81972,7.55116,8.67569,10.5073,9.0883,7.81465,8.5037,8.38704,7.73239,6.31043,9.2942,8.88773,8.27286,8.53919,6.07592,7.79866,6.49666,5.33404,4.94497,9.66445,7.18154,6.09638,6.41145,8.02858,5.47518,7.84001,6.98582,8.89159,8.32617,9.35763,9.68467,8.08223,5.25886,7.89887,5.73406,8.05172,5.47724,8.54259,5.22946,7.33336,6.86424,7.09868,6.46935,6.62824,7.11418,5.59268,7.00984,6.77766,8.51499,9.5501,7.78656,8.15813,6.69081,13.4253,7.29452,4.93744,6.99819,7.76233,8.60745,7.5278,8.09194,5.41537,9.06252,5.62685,6.70085,8.108,6.33842,7.22508,5.3343,8.53287,5.66581,5.1811,7.11728,5.90285,10.7902,7.81223,9.21555,9.06502,6.55165,8.09244,4.41542,5.42297,4.7764,7.03759,9.22995,6.99075,4.5183,9.63253,10.267,7.83309,5.5984,tumor
9.85061,9.03381,10.1021,9.89413,5.03417,9.79478,9.39816,9.64367,9.48221,5.59821,6.99306,8.22909,9.73509,9.41623,7.70595,8.94257,8.02842,8.00059,6.71278,8.72455,9.05568,7.79843,8.75939,6.52763,8.03413,6.53728,5.29536,4.57273,8.97157,7.40236,6.53178,6.36263,8.12228,5.59297,8.35273,7.07691,9.2524,7.45714,8.77448,9.34196,8.09586,5.77935,7.9413,5.49823,8.00986,5.63369,7.91851,5.37388,7.37432,7.18358,7.19901,6.84995,7.15629,7.29001,5.55224,7.42261,7.09752,9.32837,9.0388,7.90406,7.99494,6.63837,13.4901,6.95447,5.17052,7.39601,7.48534,8.96113,7.6448,6.3807,5.58374,6.83514,5.8076,6.74303,7.75414,6.49952,7.6351,5.16946,8.53326,6.26004,5.3561,7.34864,6.14503,9.93104,7.82121,8.51364,8.8099,6.41268,8.04844,4.52353,5.67635,4.7948,7.37919,8.73549,6.91287,4.76057,9.04169,9.80192,8.03199,5.60875,tumor
9.53729,8.88562,10.0315,9.94703,4.925,9.75962,9.94526,9.78803,8.86873,5.37033,7.1053,8.17129,9.5153,9.47766,7.86685,10.5351,8.22,7.72042,6.79963,8.23637,9.48729,9.00525,9.9252,6.93727,7.76918,6.90766,5.70058,4.31822,9.47789,7.13526,6.27385,5.80072,8.30517,5.53365,8.16515,7.01368,9.07014,7.88048,9.0792,10.1119,7.46793,6.21157,7.40738,6.40229,7.91257,6.53426,8.29886,5.09302,7.17773,7.73526,6.6157,6.56934,7.01064,6.92223,5.98088,8.00744,7.32545,8.71873,8.89148,7.72883,7.53507,6.6872,13.6828,6.56889,5.01889,7.02646,7.61339,9.47635,7.54551,5.42147,5.5942,6.77476,5.58082,6.34649,6.84385,5.91248,7.47601,5.79919,8.08356,6.60534,5.48622,7.08486,6.36287,12.2751,8.03799,8.70272,8.43417,6.22305,7.99303,5.29787,5.45762,4.59949,6.76496,8.8794,6.78612,5.13989,9.70597,9.78387,7.93004,5.72163,tumor
10.4479,9.22424,9.92854,10.1352,7.19521,10.5464,10.4316,9.77857,9.03695,7.44346,7.83124,8.88479,8.96989,9.15004,8.6288,9.0221,8.74141,7.94624,6.55888,8.76173,8.95432,7.90391,9.15154,6.35681,8.49954,6.49488,5.29906,5.54742,9.02619,6.87451,5.74417,7.19445,7.46014,5.16925,7.39606,6.56858,8.50795,7.84004,9.37426,10.1872,8.19378,4.93738,7.59818,6.48258,8.24804,5.38832,8.57291,4.77285,7.11666,7.45752,6.72378,6.11063,6.3272,6.62608,5.32606,6.90673,6.50925,10.2782,9.85596,8.74991,7.80265,6.206,13.2818,7.34354,4.87799,6.69581,8.08018,8.43898,7.30021,5.63686,5.25426,7.96972,5.16726,6.4173,9.17774,5.84588,6.72484,5.0725,8.27124,5.17814,4.98495,6.62441,6.04146,12.4461,8.11472,8.9158,8.11316,5.87468,8.65199,4.36462,5.22202,4.62041,6.40032,9.17304,6.46551,4.54485,10.1186,9.96935,7.36982,5.8035,tumor
9.53894,9.05933,9.64394,9.41739,4.74219,9.42967,9.61628,10.6726,8.76372,5.99969,7.38996,8.0193,10.8456,8.83587,7.3034,8.15503,7.73286,8.66668,6.57576,9.67629,9.24295,8.18776,8.73987,6.73058,7.78501,7.18571,6.50333,4.37459,8.87661,7.46977,6.16444,5.95156,7.94918,5.49905,8.13949,7.22427,9.24643,8.14892,9.05171,9.94102,8.25742,5.37155,7.53985,5.08865,8.15992,5.79355,8.60562,5.12379,7.54737,7.20064,7.0212,6.53386,6.84685,6.96359,5.93022,7.60222,6.83977,8.26472,9.57653,7.74625,7.84897,6.91752,13.9032,7.21638,4.86591,6.90953,8.23775,9.08654,7.53949,5.83273,5.35748,7.78859,5.94291,6.89217,7.47123,6.37216,7.0203,6.27718,8.27636,5.39321,5.43657,7.10607,5.80808,11.8727,8.06775,9.04966,8.38066,6.22656,7.39202,4.60766,5.49586,4.86966,6.75993,9.60313,6.76473,4.73114,10.7161,10.2142,7.9653,5.7222,tumor
9.80257,9.2659,9.78575,9.71437,6.05903,10.3492,9.79312,9.62854,9.30816,6.60643,6.69189,8.03504,9.29852,9.67966,7.87039,10.4192,8.54301,7.54917,6.97536,9.36082,9.33005,7.41711,9.24123,6.55464,7.83397,6.67689,5.28884,4.73186,9.18966,7.46593,6.35224,6.11956,8.16745,6.27282,8.267,6.9002,9.43725,8.18206,9.14628,9.82444,8.12128,5.75678,7.7259,5.44487,7.84789,5.69855,8.30267,5.33053,6.97628,7.85833,7.00182,7.33525,6.89524,7.24427,5.81563,7.298,7.43814,8.6965,9.12615,7.50198,8.16145,6.68044,13.7651,7.02645,4.97896,7.11774,7.92448,9.38432,7.99838,5.60434,5.42028,6.78531,5.51167,6.78632,6.82803,6.0707,7.31324,5.33779,8.66981,5.99716,5.21858,6.99129,6.17265,11.1663,8.38693,8.01746,8.33834,6.63244,8.47753,4.68009,5.64916,4.84254,6.87318,8.97062,6.93044,4.4639,10.2077,9.50713,7.79508,5.75799,tumor
9.66738,8.8595,10.0102,10.0905,5.82492,9.97551,9.65116,9.85968,9.30223,6.28304,7.34836,7.73954,9.84828,9.17388,7.90587,8.02343,8.43837,7.94145,6.67654,9.54568,9.3453,7.46247,8.73287,6.32748,7.57455,6.56688,5.43353,4.69071,9.34407,7.59483,6.47507,6.2178,8.45705,5.52379,8.09032,7.38222,10.9484,8.67538,9.12543,9.62502,7.93873,5.52531,7.44368,5.78236,8.02057,5.64639,7.77254,5.70003,7.12815,7.07269,6.7239,6.79283,6.73731,7.39417,5.5526,7.22381,7.19001,8.21753,9.37932,7.74839,8.12538,6.74104,13.4933,8.00832,5.21808,7.44695,7.57921,8.98624,7.64437,5.88347,5.38402,7.53356,5.65481,6.69048,6.48858,6.59324,7.43992,5.33962,8.60073,5.72351,5.31366,7.32006,6.05362,11.9665,8.20189,8.16223,8.51656,6.43215,7.69925,4.54846,5.86498,4.94107,7.10398,8.9067,6.6599,4.67763,9.81006,9.58096,7.60928,5.78875,tumor
9.59529,9.00614,9.51165,9.51752,5.53309,9.68868,9.39974,9.42956,9.06711,6.14629,7.33729,8.19918,9.50917,9.83804,7.55172,9.04172,8.6116,7.45681,6.63561,9.14343,9.19591,7.64184,9.30393,6.49103,7.77169,6.4281,5.35981,4.47712,9.45672,6.67641,6.09887,6.02672,7.94853,5.81342,8.13159,6.77419,10.7602,8.39599,9.22494,9.5956,8.00689,5.7089,7.63572,6.25415,7.82614,5.60866,8.16313,5.51323,6.66119,7.1497,6.77779,7.12146,6.58902,6.86886,5.54428,7.41187,7.13704,8.5872,8.80585,7.63856,8.14526,6.7676,13.4592,6.89799,5.33761,7.83842,7.90188,8.95815,7.66123,5.74655,5.96346,6.20735,5.22649,6.55195,6.6543,6.13223,7.49587,5.9379,8.44366,6.02351,5.46574,7.38763,6.55595,11.8891,7.6439,8.1088,8.54849,6.58283,8.13813,4.64969,5.74282,4.59583,6.95921,8.90142,6.89373,5.17262,9.49746,9.38423,7.64301,5.60013,tumor
10.2743,8.9149,9.73465,9.98268,4.70697,9.74257,9.37092,9.64064,8.56844,6.31677,7.31189,8.60049,8.88017,9.12177,7.57811,8.16773,8.01048,7.85241,6.60408,8.591,9.23531,7.0653,8.84527,6.17193,8.35859,6.52549,5.12735,5.14421,9.27702,7.41324,6.68052,6.82847,8.21926,5.64375,8.30367,6.90985,9.41127,7.96577,9.44426,9.21725,8.29997,5.53623,7.75182,5.53657,8.27961,5.46523,8.05491,5.52036,7.03533,7.57579,7.01846,6.79011,6.87573,7.17871,5.72526,6.98315,7.0526,9.09793,9.27434,7.4156,8.09185,6.60831,13.3545,7.14764,5.50681,7.47592,7.48199,8.51367,7.90878,5.9442,5.61117,7.35198,5.72096,6.5303,6.6805,6.79494,7.83641,5.24813,8.75307,6.25906,5.14417,7.12316,6.00774,11.1824,7.98484,8.87369,9.0411,6.38686,8.10647,4.62287,6.03965,4.84214,7.43418,9.28401,6.90186,4.6061,9.76299,9.77733,7.81713,5.68339,tumor
9.66252,8.64686,9.35169,9.65338,5.57292,10.2955,9.41373,9.57372,8.88533,6.35876,7.0853,8.00439,9.09708,9.66306,7.98373,7.97075,8.79364,8.32011,6.83088,9.07366,9.18863,7.27126,9.05587,6.08062,7.86509,6.91367,5.12968,5.11157,8.11066,7.26892,6.82801,6.34274,8.76291,5.7925,8.21035,6.92526,8.91939,8.31727,8.92354,9.89034,8.57974,5.71874,7.45279,5.71785,8.26514,5.75936,8.15475,5.67977,7.07529,7.33547,6.27677,7.3319,6.83457,7.19209,5.23136,7.25395,7.35029,8.1953,8.8523,7.83449,7.93278,6.84813,13.7671,6.78308,5.35553,7.63836,8.28231,9.00205,8.16698,5.90871,5.46131,7.30841,5.7725,6.75751,7.83826,6.77613,7.82217,5.38734,8.75162,6.6337,5.23014,7.64282,5.73505,11.6261,7.5997,9.07354,8.81012,6.416,8.12134,4.93953,6.36518,4.92095,7.24591,9.28202,7.45804,4.65974,10.2397,9.69051,7.7015,5.70925,tumor
10.7674,9.01744,9.72625,10.4918,4.87139,9.23736,9.51195,9.77567,9.24008,5.84721,6.94052,8.78898,9.01032,8.80251,7.78926,8.82144,7.53229,7.66879,6.69899,9.40407,9.37251,8.20206,8.67847,6.29304,7.23626,6.83252,5.03976,4.56703,9.64332,7.12096,6.2873,7.02921,8.26115,5.51104,8.12675,6.86738,9.18201,8.17391,9.2073,9.74118,7.66689,5.97387,7.73693,5.74312,7.79285,5.64463,7.64451,5.19924,7.67765,7.59782,6.80221,6.95276,7.26813,7.09376,5.73908,7.75498,7.81922,8.56877,9.75913,7.53343,8.30967,6.69431,13.8149,6.74986,5.26329,7.05092,7.49864,9.00911,7.74478,5.66193,5.85597,6.76761,5.51075,6.57951,5.53638,6.3024,7.42742,5.6819,8.74933,5.76563,5.24393,7.02601,6.11133,11.1857,8.00688,7.82862,8.33416,6.43316,8.71264,4.71812,5.70555,4.48041,6.8117,8.97803,7.16755,4.49897,10.6966,10.0748,7.78834,5.57267,tumor
10.1384,9.5144,9.75696,9.75923,4.8687,9.20387,10.0781,9.52914,8.8548,6.22808,7.14247,8.07622,8.57079,9.44635,7.18053,8.46656,8.67018,8.8946,6.52118,9.40781,9.47104,7.0133,9.08652,6.15692,7.86215,7.02225,5.39315,4.68403,9.22101,7.27251,6.57309,6.58903,8.57629,5.83742,8.36798,6.86732,10.1416,8.42672,8.9222,9.61508,7.86508,5.49445,7.52216,5.40288,8.26919,5.6271,7.61477,5.57379,6.85559,7.53045,7.27086,7.01361,6.79964,7.34641,5.62635,7.63518,7.21942,9.04932,8.8934,6.96489,7.99292,6.81821,13.6579,6.56261,5.17447,7.33805,8.14392,8.99981,7.65416,7.17412,5.52373,5.95228,6.51513,6.53543,7.72377,6.61726,7.70794,5.51213,8.74206,5.91636,5.22997,7.37044,5.92113,10.4737,8.3198,8.75082,8.60542,6.81431,7.70383,4.75176,6.08747,4.82179,7.81022,9.3913,7.71776,4.82016,9.78426,10.277,7.69254,5.46571,tumor
10.4406,8.9084,9.50282,9.57539,5.47353,10.6778,10.6572,9.9732,9.27582,7.67435,7.36547,8.34853,9.3173,8.54339,8.6438,8.26224,7.98733,8.32521,6.04432,8.96961,8.53364,9.08221,7.83814,5.63458,7.49788,6.5966,5.84574,5.25143,9.19785,7.18614,5.86515,5.9866,7.54921,5.3162,7.71897,6.46013,8.58405,9.76202,9.32487,11.0729,8.59946,4.96209,7.76601,5.88497,7.91755,5.48095,8.71741,5.0832,7.02022,7.05713,6.97681,6.29752,6.39318,6.88453,5.81373,6.46884,6.49229,8.30912,10.3228,8.92598,8.15443,6.3958,13.0071,7.53424,5.1723,6.76006,7.39138,8.4178,7.45952,5.98174,5.48252,6.82098,5.5001,6.74215,8.86367,6.20255,6.98136,5.30951,8.77149,5.61952,5.07271,7.03461,6.22876,11.077,8.41762,8.79376,8.65077,6.26977,8.26633,4.52044,5.19758,4.69632,7.15685,8.97084,7.34602,4.49024,10.7782,10.1068,7.49907,5.90317,tumor
9.73714,9.30357,9.87589,10.088,6.71074,9.32721,9.9394,9.82724,8.67377,6.37861,6.77781,7.9176,10.6103,9.17907,7.28165,8.97427,8.46006,8.0247,6.48974,9.39457,9.25145,8.52286,9.47939,6.30607,7.46769,7.10954,5.55424,4.86634,9.24207,7.04773,6.40981,5.89662,8.71534,5.65161,7.97958,7.2519,11.0144,8.25569,9.25677,9.98549,7.89248,5.90125,7.52828,6.11037,7.77313,5.57375,8.82909,5.52887,7.3142,7.47182,6.42049,6.59694,6.51001,6.96236,5.4538,7.11333,7.34566,8.34457,9.15887,8.41056,8.21897,6.61451,13.8807,7.09609,5.0535,7.45726,8.42491,8.95745,7.14599,5.84991,5.51268,6.80673,5.78477,6.65922,6.45658,6.57279,7.62422,6.819,8.63893,6.42588,5.39936,7.28458,6.21654,11.8637,8.0074,8.80555,8.15573,6.886,8.24178,4.72945,5.64743,4.47851,7.02661,9.05622,7.32894,4.72804,10.5271,10.0563,7.81927,5.51455,tumor
10.2351,9.3816,9.44453,9.70875,5.20085,10.4017,9.71906,9.84644,9.42335,6.99045,7.71924,8.30176,9.43439,9.38317,8.10243,6.81149,8.25455,7.82231,6.32061,8.97706,9.04337,8.13916,8.69402,6.31397,7.62284,6.76869,5.16707,5.46752,8.35959,7.17623,6.13855,6.35431,8.29769,5.58035,7.86244,6.83883,10.5764,8.42432,8.93366,9.6152,7.94063,5.45884,7.51312,5.77965,8.12347,5.38543,8.37121,5.29738,6.73235,6.99349,6.90601,6.91389,6.50942,7.0127,5.51472,7.10847,7.05675,8.33868,9.22448,8.12802,8.30756,6.68538,13.3582,7.44512,5.14333,7.16545,7.72449,8.69118,7.71201,5.81807,5.28764,7.07097,5.62038,7.11414,8.08764,6.48678,7.5686,5.56354,8.4925,5.75339,5.15206,7.34399,5.84822,10.8796,7.86448,8.77184,8.35523,6.51699,8.28275,4.75035,5.84284,4.71326,6.86549,9.20623,6.94146,4.59341,10.0636,9.99147,7.53379,5.98437,tumor
10.4243,9.48757,9.25544,10.3515,5.39646,10.0755,9.47009,9.7786,9.06779,6.30471,7.77737,8.83532,9.39515,8.86221,8.02762,8.13768,7.98557,8.24354,6.38329,9.62846,9.04223,6.98698,8.51469,6.24879,7.75134,6.61148,5.37268,4.48783,9.27117,7.34019,6.19222,6.29266,8.0397,5.41586,8.0782,6.93663,10.4971,8.26308,9.84669,9.68377,7.82222,5.4774,7.54001,5.27491,8.31867,5.60628,7.98002,5.32034,6.86773,7.00872,6.83558,6.69288,6.64919,6.98346,5.44521,7.18296,7.1891,8.85578,10.0003,7.17659,8.43551,6.71945,13.6112,8.839,5.47644,7.14046,7.53315,8.87539,7.68095,5.82544,5.40131,6.78741,5.65661,6.60514,8.20797,6.36258,7.35488,5.40115,8.74021,5.77782,5.18843,7.10192,5.83612,11.3515,8.12728,8.32603,8.44106,6.46025,8.4474,4.45123,5.72082,4.72264,7.11443,9.56272,7.12818,4.62876,10.2787,10.2937,7.53222,5.64487,tumor
9.75998,8.84891,9.91542,10.2405,4.44307,9.27099,9.87403,9.48943,9.15891,5.6511,7.30009,8.3469,8.32832,9.06138,7.99928,8.82401,7.94225,7.38264,6.40115,9.50834,9.33171,7.41704,9.09853,6.90772,7.93606,6.24202,5.42926,4.23021,9.36393,7.10122,6.48785,5.96514,7.96517,5.80868,8.22133,7.09708,8.98439,8.61963,9.26409,10.1992,7.93035,5.18738,7.64932,5.70024,8.05116,5.82526,8.45473,5.28328,7.31637,7.08341,6.87168,6.86585,6.5228,7.30301,5.92922,6.99167,6.8505,9.40427,9.61507,7.6678,7.72384,7.20541,13.7991,7.16716,5.31424,7.16354,6.98808,9.03201,7.35514,6.04678,5.1908,6.06698,5.33464,6.68791,10.6814,6.35279,7.39276,6.42322,8.44304,6.14304,5.19937,7.1178,6.03883,12.4337,8.006,8.56699,8.70212,6.46083,8.96407,4.24943,5.97805,4.86183,6.88509,9.2677,7.40873,5.13915,9.67929,10.0255,8.2174,5.64498,tumor
10.7116,8.93936,9.52005,10.418,4.51943,10.3579,10.3848,9.85194,9.44412,6.58277,7.69511,8.57921,9.78012,8.84077,8.08802,9.52817,8.60685,8.21714,6.45834,9.26929,8.82066,8.16889,8.61438,6.08338,8.06388,6.40593,5.38943,4.7657,8.99994,6.94861,6.09445,5.79795,7.8241,5.61147,7.80583,6.6465,8.6144,8.4804,9.30023,10.5228,8.0716,5.31664,7.74145,6.10512,7.97608,5.49337,8.90889,5.11912,7.20859,7.23872,6.96904,6.61828,6.53091,6.76047,5.49826,6.93254,6.88166,8.47428,9.57529,8.1256,8.27179,6.65772,13.6384,7.54357,5.25435,7.00483,7.60513,8.50976,7.45099,6.16544,5.48834,6.07054,5.54819,6.78693,8.97478,6.23941,7.09261,5.22771,8.40612,5.68425,5.17135,6.81204,6.11242,11.1544,7.98857,8.86885,8.58182,6.18285,8.12534,4.37021,5.63618,4.78384,7.11236,8.92331,7.37717,4.57524,9.53443,10.0006,7.86226,5.61753,tumor
10.2648,9.58335,9.82129,10.8056,4.57387,8.65193,9.69996,10.1476,9.463,6.48092,7.3441,8.56067,8.37616,8.87163,8.16584,10.257,7.52133,7.96296,6.86422,9.79957,9.13783,6.74855,8.5212,6.31841,8.15033,6.82076,5.16726,4.66013,10.0248,8.11998,6.13803,6.02813,7.66789,5.66986,7.94157,6.48475,8.52457,8.39327,8.92393,9.84688,8.81739,5.51958,7.96176,5.70435,8.75348,5.50747,8.18144,5.17884,7.09258,7.76017,7.07564,6.43941,6.77959,6.89603,5.90783,7.09694,6.87637,9.27361,9.56873,7.08317,8.16716,6.74884,13.5518,6.74964,5.48922,6.95604,7.39388,8.72051,7.65188,5.77207,5.52999,5.76041,5.61235,6.97664,5.98721,6.26153,7.03287,5.13574,8.51487,5.46008,5.0574,6.87315,5.75036,10.3359,7.89937,8.43102,8.7024,6.56898,7.61365,4.54167,5.49995,4.73033,7.0877,9.15434,7.53237,4.6753,9.79591,9.82673,8.20221,5.65387,tumor
9.88189,9.38493,9.84717,10.3664,5.49841,9.80854,9.6829,9.50946,9.14087,5.3214,7.1093,8.19347,9.15742,9.57255,7.29021,11.2714,7.97232,8.49706,6.41815,9.05126,9.23917,8.00497,9.52773,6.77907,7.95266,6.95773,5.34171,4.53383,9.3208,7.14093,5.86471,6.10892,8.02355,5.73029,8.3265,6.74466,9.53037,7.96936,9.00542,9.767,8.8056,5.76564,7.67865,5.75695,7.89008,6.09988,8.07421,5.14953,7.46287,7.44216,6.96835,6.57309,6.82229,7.13491,5.62052,7.28305,6.88793,8.7071,9.12615,7.17692,7.59063,6.80382,13.6069,6.81097,5.1397,7.05215,8.38356,9.14899,7.7686,5.70278,5.38119,5.61034,5.42988,6.78828,6.91556,6.22814,7.11887,5.11839,8.64063,5.54755,5.33439,7.05151,5.57889,11.0894,8.04876,8.66308,8.67143,6.25481,7.83587,4.59575,5.4908,4.70275,7.24249,9.32105,7.55634,4.60289,9.91029,9.71034,7.81215,5.72983,tumor
10.1873,9.97019,9.74038,10.7861,5.22438,9.95453,10.4083,9.86477,11.1561,6.50372,7.81962,9.05666,9.8674,8.94994,8.48609,10.715,8.59433,9.25677,6.06242,9.09794,8.69072,8.28314,8.63448,6.18059,7.17033,6.3193,5.65539,4.27431,9.06537,6.8345,5.87719,6.06976,7.7386,5.29742,7.54414,6.49934,8.64223,9.0928,9.25724,10.7489,7.83709,5.29579,7.73685,6.0999,7.65394,5.60101,9.33729,5.06146,7.88076,7.03301,7.14533,6.47174,6.54256,6.79601,5.56494,6.98291,6.70001,8.16144,9.2402,8.48266,7.66943,6.43165,13.195,7.44449,5.04321,6.70717,7.56908,8.53273,7.20767,5.89269,5.33025,6.32782,5.27789,6.61435,6.77342,6.24037,7.07825,5.0536,8.26843,5.60653,5.09928,6.84771,6.04191,11.6749,7.79622,8.47024,8.42139,6.13465,8.30474,4.39805,5.19874,4.5901,7.5367,8.95275,7.24083,4.55586,9.79617,9.99227,7.70239,5.74732,tumor
9.75576,9.53568,9.60835,10.3673,4.3557,9.45801,10.9672,9.69952,9.92236,6.54527,7.91635,8.38165,10.8398,8.82031,7.51029,9.33544,7.50293,9.26704,6.14501,9.52179,8.61277,7.0806,8.30305,6.2093,7.19857,6.40727,5.31923,4.57994,9.63429,7.0073,6.18174,5.75965,8.06775,5.62757,7.86769,6.53581,8.8781,8.32047,9.01692,10.4744,7.9474,5.17936,7.59433,5.74026,7.98273,5.50141,8.92177,5.21285,7.13232,6.94494,7.27869,6.49308,6.64757,7.05805,5.69665,7.46377,6.86149,7.18122,9.38918,7.94975,8.31679,6.51505,13.8439,6.21038,4.93796,7.06636,7.12513,8.5088,7.5461,8.96492,5.58681,5.52028,6.08196,6.74568,6.23187,6.3065,7.54093,5.29847,8.98069,5.68554,4.94418,6.89692,6.0376,8.73226,8.19798,8.94391,9.18235,6.8325,7.81974,4.69426,5.47266,4.63688,7.00069,9.01418,8.11909,4.60514,9.48749,11.0945,7.61752,5.36482,tumor
9.97045,8.74925,9.60672,9.88785,5.62015,9.90223,9.8926,9.69791,8.99893,6.5494,7.54998,8.48128,9.86724,9.40928,7.74152,9.26278,8.72653,7.83992,6.56444,9.19934,9.02225,8.07212,9.1831,6.226,7.34247,6.72069,5.32829,4.71473,9.02441,7.25959,6.21882,6.44453,8.02606,5.74778,7.98617,7.20689,8.98672,8.21087,9.52624,9.90447,8.18006,5.61223,7.74691,6.0928,7.88004,5.35727,8.41354,5.24157,7.03018,7.36185,6.76102,6.54957,6.66304,6.9654,5.61224,7.05549,7.12295,8.11189,9.80424,8.19098,8.25219,6.59177,13.4504,7.5882,4.9462,7.44087,8.1194,8.94169,7.63851,5.76132,5.35264,6.32535,5.6676,6.6877,7.03735,6.281,7.36504,5.73387,8.65124,6.08966,5.1455,6.95288,5.8669,12.8896,7.87415,8.90105,8.64332,6.35777,8.29615,4.56111,5.7352,4.64596,6.84117,9.0308,6.64142,4.60168,10.3626,9.93131,7.7657,5.80593,tumor
